bin_id	sample_id	classification	mag_path	gtdb_file	Bin Id	Completeness	Contamination
UHM989.23064_R.bin.212	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.212.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.212	8.62	0.0
UHM989.23064_R.bin.222	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.222.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.222	96.64	1.34
UHM989.23064_R.bin.225	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.225.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.225	59.48	6.9
UHM989.23064_R.bin.228	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.228.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.228	77.29	1.01
UHM989.23064_R.bin.232	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.232.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.232	92.69	5.37
UHM989.23064_R.bin.241	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.241.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.241	91.28	2.35
UHM989.23064_R.bin.251	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.251.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.251	94.8	1.34
UHM989.23064_R.bin.51	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.51.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.51	94.22	0.74
UHM989.23064_R.bin.66	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.66.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.66	84.42	13.65
UHM989.23064_R.bin.82	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Soleaferrea;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.82.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.82	90.04	1.34
UHM989.23064_R.bin.99	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.99.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.99	98.66	1.34
UHM989.23064_R.bin.102	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.102.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.103	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.103.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.123	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.123.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.133	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.133.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.136	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.136.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.156	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.156.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.17	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.17.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.172	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.172.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.173	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.173.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.178	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.178.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.184	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.184.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.193	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.193.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.211	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.211.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.212	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.212.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.222	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.222.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.225	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.225.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.228	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.228.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.232	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.232.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.241	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.241.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.251	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.251.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.51	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.51.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.66	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.66.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.82	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Soleaferrea;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.82.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM989.23064_R.bin.99	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM989.23064_R.bin.99.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/classify/gtdbtk.bac120.summary.tsv			
UHM36.10832_R.bin.14	UHM36.10832	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massiliimalia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM36.10832/bins/UHM36.10832_R.bin.14.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM36.10832/gtdbtk.bac120.summary.tsv			
UHM36.10832_R.bin.14	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massiliimalia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM36.10832_R.bin.14.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM36.10832/classify/gtdbtk.bac120.summary.tsv			
UHM17.35740_R.bin.38	UHM17.35740	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAEDDN01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM17.35740/bins/UHM17.35740_R.bin.38.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM17.35740/gtdbtk.bac120.summary.tsv	UHM17.35740_R.bin.38	88.26	0.0
UHM17.35740_R.bin.38	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAEDDN01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM17.35740_R.bin.38.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM17.35740/classify/gtdbtk.bac120.summary.tsv			
UHM20.35743_R.bin.51	UHM20.35743	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massiliimalia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM20.35743/bins/UHM20.35743_R.bin.51.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM20.35743/gtdbtk.bac120.summary.tsv	UHM20.35743_R.bin.51	97.99	0.0
UHM20.35743_R.bin.51	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massiliimalia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM20.35743_R.bin.51.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM20.35743/classify/gtdbtk.bac120.summary.tsv			
UHM20.10828_R.bin.85	UHM20.10828	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massiliimalia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM20.10828/bins/UHM20.10828_R.bin.85.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM20.10828/gtdbtk.bac120.summary.tsv			
UHM20.10828_R.bin.85	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massiliimalia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM20.10828_R.bin.85.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM20.10828/classify/gtdbtk.bac120.summary.tsv			
UHM36.35751_R.bin.35	UHM36.35751	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massiliimalia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM36.35751/bins/UHM36.35751_R.bin.35.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM36.35751/gtdbtk.bac120.summary.tsv	UHM36.35751_R.bin.35	97.99	0.0
UHM36.35751_R.bin.35	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massiliimalia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM36.35751_R.bin.35.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM36.35751/classify/gtdbtk.bac120.summary.tsv			
STP672.12605_R.bin.100	STP672.12605	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAUNTE01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP672.12605/bins/STP672.12605_R.bin.100.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP672.12605/gtdbtk.bac120.summary.tsv	STP672.12605_R.bin.100	97.05	0.0
STP672.12605_R.bin.78	STP672.12605	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP672.12605/bins/STP672.12605_R.bin.78.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP672.12605/gtdbtk.bac120.summary.tsv	STP672.12605_R.bin.78	78.22	1.7
STP672.12605_R.bin.100	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAUNTE01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/STP672.12605_R.bin.100.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP672.12605/classify/gtdbtk.bac120.summary.tsv			
STP672.12605_R.bin.78	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/STP672.12605_R.bin.78.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP672.12605/classify/gtdbtk.bac120.summary.tsv			
STP248.12601_R.bin.108	STP248.12601	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP248.12601/bins/STP248.12601_R.bin.108.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP248.12601/gtdbtk.bac120.summary.tsv	STP248.12601_R.bin.108	63.46	1.68
STP248.12601_R.bin.109	STP248.12601	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP248.12601/bins/STP248.12601_R.bin.109.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP248.12601/gtdbtk.bac120.summary.tsv	STP248.12601_R.bin.109	96.46	0.81
STP248.12601_R.bin.11	STP248.12601	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP248.12601/bins/STP248.12601_R.bin.11.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP248.12601/gtdbtk.bac120.summary.tsv	STP248.12601_R.bin.11	36.61	4.19
STP248.12601_R.bin.113	STP248.12601	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP248.12601/bins/STP248.12601_R.bin.113.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP248.12601/gtdbtk.bac120.summary.tsv	STP248.12601_R.bin.113	84.69	2.46
STP248.12601_R.bin.126	STP248.12601	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP248.12601/bins/STP248.12601_R.bin.126.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP248.12601/gtdbtk.bac120.summary.tsv	STP248.12601_R.bin.126	92.12	3.69
STP248.12601_R.bin.127	STP248.12601	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP248.12601/bins/STP248.12601_R.bin.127.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP248.12601/gtdbtk.bac120.summary.tsv	STP248.12601_R.bin.127	78.51	54.43
STP248.12601_R.bin.128	STP248.12601	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP248.12601/bins/STP248.12601_R.bin.128.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP248.12601/gtdbtk.bac120.summary.tsv	STP248.12601_R.bin.128	95.3	4.7
STP248.12601_R.bin.131	STP248.12601	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP248.12601/bins/STP248.12601_R.bin.131.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP248.12601/gtdbtk.bac120.summary.tsv	STP248.12601_R.bin.131	20.69	1.72
STP248.12601_R.bin.132	STP248.12601	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP248.12601/bins/STP248.12601_R.bin.132.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP248.12601/gtdbtk.bac120.summary.tsv	STP248.12601_R.bin.132	64.24	0.0
STP248.12601_R.bin.14	STP248.12601	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP248.12601/bins/STP248.12601_R.bin.14.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP248.12601/gtdbtk.bac120.summary.tsv	STP248.12601_R.bin.14	39.66	0.0
STP248.12601_R.bin.141	STP248.12601	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP248.12601/bins/STP248.12601_R.bin.141.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP248.12601/gtdbtk.bac120.summary.tsv	STP248.12601_R.bin.141	85.23	0.34
STP248.12601_R.bin.142	STP248.12601	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP248.12601/bins/STP248.12601_R.bin.142.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP248.12601/gtdbtk.bac120.summary.tsv	STP248.12601_R.bin.142	54.22	4.31
STP248.12601_R.bin.68	STP248.12601	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP248.12601/bins/STP248.12601_R.bin.68.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP248.12601/gtdbtk.bac120.summary.tsv	STP248.12601_R.bin.68	93.96	0.67
