bin_id	sample_id	classification	mag_path	gtdb_file	Bin Id	Completeness	Contamination	quality_score
UHM899.23043_R.bin.42	UHM899.23043	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG1943;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM899.23043/bins/UHM899.23043_R.bin.42.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM899.23043/gtdbtk.bac120.summary.tsv	UHM899.23043_R.bin.42	90.04	0.67	86.69000000000001
UHM979.23045_R.bin.74	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.74.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.74	93.29	1.36	86.49000000000001
UHM973.23044_R.bin.137	UHM973.23044	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM973.23044/bins/UHM973.23044_R.bin.137.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM973.23044/gtdbtk.bac120.summary.tsv	UHM973.23044_R.bin.137	90.87	0.89	86.42
UHM1110.23068_R.bin.211	UHM1110.23068	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massilioclostridium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1110.23068/bins/UHM1110.23068_R.bin.211.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1110.23068/gtdbtk.bac120.summary.tsv	UHM1110.23068_R.bin.211	95.07	1.73	86.41999999999999
UHM1171.23069_R.bin.105	UHM1171.23069	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massiliimalia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1171.23069/bins/UHM1171.23069_R.bin.105.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1171.23069/gtdbtk.bac120.summary.tsv	UHM1171.23069_R.bin.105	94.13	1.57	86.28
UHM1210.23070_R.bin.92	UHM1210.23070	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1210.23070/bins/UHM1210.23070_R.bin.92.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1210.23070/gtdbtk.bac120.summary.tsv	UHM1210.23070_R.bin.92	97.9	2.35	86.15
UHM989.41093_R.bin.68	UHM989.41093	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.41093/bins/UHM989.41093_R.bin.68.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.41093/gtdbtk.bac120.summary.tsv	UHM989.41093_R.bin.68	90.05	0.79	86.1
UHM896.23052_R.bin.110	UHM896.23052	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM896.23052/bins/UHM896.23052_R.bin.110.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM896.23052/gtdbtk.bac120.summary.tsv	UHM896.23052_R.bin.110	97.78	2.35	86.03
UHM1210.41100_R.bin.274	UHM1210.41100	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1210.41100/bins/UHM1210.41100_R.bin.274.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1210.41100/gtdbtk.bac120.summary.tsv	UHM1210.41100_R.bin.274	91.28	1.06	85.98
UHM897.23053_R.bin.176	UHM897.23053	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM897.23053/bins/UHM897.23053_R.bin.176.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM897.23053/gtdbtk.bac120.summary.tsv	UHM897.23053_R.bin.176	92.18	1.25	85.93
UHM979.41089_R.bin.156	UHM979.41089	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.41089/bins/UHM979.41089_R.bin.156.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.41089/gtdbtk.bac120.summary.tsv	UHM979.41089_R.bin.156	94.3	1.68	85.89999999999999
UHM1080.23066_R.bin.4	UHM1080.23066	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1080.23066/bins/UHM1080.23066_R.bin.4.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1080.23066/gtdbtk.bac120.summary.tsv	UHM1080.23066_R.bin.4	97.99	2.43	85.83999999999999
UHM1327.41103_R.bin.142	UHM1327.41103	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.41103/bins/UHM1327.41103_R.bin.142.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.41103/gtdbtk.bac120.summary.tsv	UHM1327.41103_R.bin.142	90.6	0.98	85.69999999999999
UHM1110.23068_R.bin.76	UHM1110.23068	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAHHTP01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1110.23068/bins/UHM1110.23068_R.bin.76.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1110.23068/gtdbtk.bac120.summary.tsv	UHM1110.23068_R.bin.76	95.64	2.01	85.59
UHM984.41091_R.bin.38	UHM984.41091	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM984.41091/bins/UHM984.41091_R.bin.38.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM984.41091/gtdbtk.bac120.summary.tsv	UHM984.41091_R.bin.38	97.32	2.35	85.57
UHM969.23061_R.bin.130	UHM969.23061	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYCI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM969.23061/bins/UHM969.23061_R.bin.130.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM969.23061/gtdbtk.bac120.summary.tsv	UHM969.23061_R.bin.130	93.98	1.72	85.38000000000001
UHM967.23060_R.bin.109	UHM967.23060	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM967.23060/bins/UHM967.23060_R.bin.109.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM967.23060/gtdbtk.bac120.summary.tsv	UHM967.23060_R.bin.109	94.3	1.79	85.35
UHM1210.23070_R.bin.65	UHM1210.23070	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1210.23070/bins/UHM1210.23070_R.bin.65.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1210.23070/gtdbtk.bac120.summary.tsv	UHM1210.23070_R.bin.65	98.66	2.68	85.25999999999999
UHM975.23062_R.bin.173	UHM975.23062	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM975.23062/bins/UHM975.23062_R.bin.173.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM975.23062/gtdbtk.bac120.summary.tsv	UHM975.23062_R.bin.173	95.3	2.01	85.25
UHM993.23065_R.bin.59	UHM993.23065	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.23065/bins/UHM993.23065_R.bin.59.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.23065/gtdbtk.bac120.summary.tsv	UHM993.23065_R.bin.59	95.3	2.03	85.15
UHM975.23062_R.bin.13	UHM975.23062	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYCI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM975.23062/bins/UHM975.23062_R.bin.13.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM975.23062/gtdbtk.bac120.summary.tsv	UHM975.23062_R.bin.13	91.34	1.24	85.14
UHM1080.23066_R.bin.56	UHM1080.23066	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CALWZE01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1080.23066/bins/UHM1080.23066_R.bin.56.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1080.23066/gtdbtk.bac120.summary.tsv	UHM1080.23066_R.bin.56	94.97	2.01	84.92
UHM893.23051_R.bin.76	UHM893.23051	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Firm-04;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM893.23051/bins/UHM893.23051_R.bin.76.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM893.23051/gtdbtk.bac120.summary.tsv	UHM893.23051_R.bin.76	90.6	1.14	84.89999999999999
UHM1327.41103_R.bin.32	UHM1327.41103	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.41103/bins/UHM1327.41103_R.bin.32.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.41103/gtdbtk.bac120.summary.tsv	UHM1327.41103_R.bin.32	95.8	2.19	84.85
UHM1210.41100_R.bin.276	UHM1210.41100	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG3102;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1210.41100/bins/UHM1210.41100_R.bin.276.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1210.41100/gtdbtk.bac120.summary.tsv	UHM1210.41100_R.bin.276	91.65	1.4	84.65
UHM979.41089_R.bin.5	UHM979.41089	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.41089/bins/UHM979.41089_R.bin.5.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.41089/gtdbtk.bac120.summary.tsv	UHM979.41089_R.bin.5	95.24	2.16	84.44
UHM1210.23070_R.bin.64	UHM1210.23070	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fimivivens;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1210.23070/bins/UHM1210.23070_R.bin.64.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1210.23070/gtdbtk.bac120.summary.tsv	UHM1210.23070_R.bin.64	92.28	1.57	84.43
UHM979.23045_R.bin.221	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.221.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.221	93.4	1.81	84.35000000000001
UHM967.23060_R.bin.30	UHM967.23060	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM967.23060/bins/UHM967.23060_R.bin.30.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM967.23060/gtdbtk.bac120.summary.tsv	UHM967.23060_R.bin.30	97.32	2.64	84.11999999999999
UHM1210.23070_R.bin.76	UHM1210.23070	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1210.23070/bins/UHM1210.23070_R.bin.76.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1210.23070/gtdbtk.bac120.summary.tsv	UHM1210.23070_R.bin.76	92.62	1.72	84.02000000000001
UHM989.41093_R.bin.79	UHM989.41093	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.41093/bins/UHM989.41093_R.bin.79.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.41093/gtdbtk.bac120.summary.tsv	UHM989.41093_R.bin.79	92.11	1.68	83.71
UHM975.23062_R.bin.150	UHM975.23062	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM975.23062/bins/UHM975.23062_R.bin.150.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM975.23062/gtdbtk.bac120.summary.tsv	UHM975.23062_R.bin.150	90.48	1.36	83.68
UHM899.23043_R.bin.72	UHM899.23043	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM899.23043/bins/UHM899.23043_R.bin.72.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM899.23043/gtdbtk.bac120.summary.tsv	UHM899.23043_R.bin.72	93.82	2.04	83.61999999999999
UHM1210.41100_R.bin.126	UHM1210.41100	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1210.41100/bins/UHM1210.41100_R.bin.126.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1210.41100/gtdbtk.bac120.summary.tsv	UHM1210.41100_R.bin.126	96.42	2.57	83.57000000000001
UHM1228.23072_R.bin.83	UHM1228.23072	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1228.23072/bins/UHM1228.23072_R.bin.83.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1228.23072/gtdbtk.bac120.summary.tsv	UHM1228.23072_R.bin.83	93.4	2.01	83.35000000000001
UHM989.23064_R.bin.82	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Soleaferrea;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.82.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.82	90.04	1.34	83.34
UHM1171.23069_R.bin.172	UHM1171.23069	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1171.23069/bins/UHM1171.23069_R.bin.172.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1171.23069/gtdbtk.bac120.summary.tsv	UHM1171.23069_R.bin.172	90.04	1.34	83.34
UHM1110.41099_R.bin.94	UHM1110.41099	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1110.41099/bins/UHM1110.41099_R.bin.94.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1110.41099/gtdbtk.bac120.summary.tsv	UHM1110.41099_R.bin.94	97.44	2.82	83.34
UHM1228.23072_R.bin.192	UHM1228.23072	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1228.23072/bins/UHM1228.23072_R.bin.192.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1228.23072/gtdbtk.bac120.summary.tsv	UHM1228.23072_R.bin.192	90.6	1.46	83.3
UHM989.41093_R.bin.190	UHM989.41093	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.41093/bins/UHM989.41093_R.bin.190.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.41093/gtdbtk.bac120.summary.tsv	UHM989.41093_R.bin.190	96.64	2.68	83.24
UHM979.23045_R.bin.152	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.152.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.152	91.68	1.73	83.03
UHM1080.23066_R.bin.168	UHM1080.23066	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fimivivens;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1080.23066/bins/UHM1080.23066_R.bin.168.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1080.23066/gtdbtk.bac120.summary.tsv	UHM1080.23066_R.bin.168	93.26	2.08	82.86
UHM978.41088_R.bin.59	UHM978.41088	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM978.41088/bins/UHM978.41088_R.bin.59.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM978.41088/gtdbtk.bac120.summary.tsv	UHM978.41088_R.bin.59	91.33	1.7	82.83
UHM984.41091_R.bin.31	UHM984.41091	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM984.41091/bins/UHM984.41091_R.bin.31.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM984.41091/gtdbtk.bac120.summary.tsv	UHM984.41091_R.bin.31	94.63	2.41	82.58
UHM979.23045_R.bin.33	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.33.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.33	95.97	2.68	82.57
UHM1228.23072_R.bin.272	UHM1228.23072	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1228.23072/bins/UHM1228.23072_R.bin.272.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1228.23072/gtdbtk.bac120.summary.tsv	UHM1228.23072_R.bin.272	95.97	2.68	82.57
UHM982.41090_R.bin.125	UHM982.41090	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.41090/bins/UHM982.41090_R.bin.125.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.41090/gtdbtk.bac120.summary.tsv	UHM982.41090_R.bin.125	91.28	1.76	82.48
UHM993.23065_R.bin.163	UHM993.23065	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.23065/bins/UHM993.23065_R.bin.163.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.23065/gtdbtk.bac120.summary.tsv	UHM993.23065_R.bin.163	92.28	2.01	82.23
UHM979.23045_R.bin.146	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.146.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.146	97.09	3.02	81.99000000000001
UHM1073.23039_R.bin.64	UHM1073.23039	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1073.23039/bins/UHM1073.23039_R.bin.64.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1073.23039/gtdbtk.bac120.summary.tsv	UHM1073.23039_R.bin.64	95.58	2.72	81.97999999999999
UHM979.23045_R.bin.65	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.65.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.65	92.87	2.21	81.82000000000001
UHM1210.23070_R.bin.48	UHM1210.23070	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1210.23070/bins/UHM1210.23070_R.bin.48.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1210.23070/gtdbtk.bac120.summary.tsv	UHM1210.23070_R.bin.48	95.97	2.83	81.82
UHM892.41074_R.bin.67	UHM892.41074	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG1943;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM892.41074/bins/UHM892.41074_R.bin.67.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM892.41074/gtdbtk.bac120.summary.tsv	UHM892.41074_R.bin.67	95.73	2.91	81.18
UHM298.41072_R.bin.37	UHM298.41072	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM298.41072/bins/UHM298.41072_R.bin.37.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM298.41072/gtdbtk.bac120.summary.tsv	UHM298.41072_R.bin.37	94.18	2.61	81.13000000000001
UHM892.41074_R.bin.19	UHM892.41074	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM892.41074/bins/UHM892.41074_R.bin.19.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM892.41074/gtdbtk.bac120.summary.tsv	UHM892.41074_R.bin.19	92.74	2.35	80.99
